Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
52,56,5,5,47,51,1,train/17/00017_00015_00029.png
27,29,5,5,22,24,1,train/17/00017_00016_00000.png
26,29,5,6,21,24,1,train/17/00017_00016_00001.png
27,30,5,6,22,25,1,train/17/00017_00016_00002.png
27,29,6,6,22,24,1,train/17/00017_00016_00003.png
29,29,6,6,24,24,1,train/17/00017_00016_00004.png
28,30,5,6,23,25,1,train/17/00017_00016_00005.png
29,29,6,5,24,24,1,train/17/00017_00016_00006.png
29,31,5,6,24,26,1,train/17/00017_00016_00007.png
28,30,5,5,23,25,1,train/17/00017_00016_00008.png
28,30,5,5,23,25,1,train/17/00017_00016_00009.png
29,31,5,6,24,26,1,train/17/00017_00016_00010.png
30,33,5,6,25,28,1,train/17/00017_00016_00011.png
32,32,6,5,27,27,1,train/17/00017_00016_00012.png
32,33,5,6,27,28,1,train/17/00017_00016_00013.png
32,32,6,6,27,27,1,train/17/00017_00016_00014.png
34,33,6,5,29,28,1,train/17/00017_00016_00015.png
34,34,6,6,29,29,1,train/17/00017_00016_00016.png
34,36,5,6,29,31,1,train/17/00017_00016_00017.png
36,37,5,5,31,32,1,train/17/00017_00016_00018.png
37,38,5,5,32,33,1,train/17/00017_00016_00019.png
38,39,6,6,33,34,1,train/17/00017_00016_00020.png
40,41,6,6,35,36,1,train/17/00017_00016_00021.png
41,43,5,5,36,38,1,train/17/00017_00016_00022.png
44,45,6,5,39,40,1,train/17/00017_00016_00023.png
47,49,6,6,42,44,1,train/17/00017_00016_00024.png
50,54,6,6,45,49,1,train/17/00017_00016_00025.png
53,57,6,6,48,52,1,train/17/00017_00016_00026.png
58,63,6,6,53,58,1,train/17/00017_00016_00027.png
62,70,5,6,57,64,1,train/17/00017_00016_00028.png
72,82,7,8,66,75,1,train/17/00017_00016_00029.png
33,33,6,5,28,28,1,train/17/00017_00017_00000.png
34,36,5,6,29,31,1,train/17/00017_00017_00001.png
35,35,5,5,30,30,1,train/17/00017_00017_00002.png
36,35,6,5,31,30,1,train/17/00017_00017_00003.png
36,35,6,5,31,30,1,train/17/00017_00017_00004.png
36,37,5,5,31,32,1,train/17/00017_00017_00005.png
37,37,6,5,32,32,1,train/17/00017_00017_00006.png
38,38,6,6,33,33,1,train/17/00017_00017_00007.png
38,38,6,6,33,33,1,train/17/00017_00017_00008.png
37,38,5,5,32,33,1,train/17/00017_00017_00009.png
40,41,5,5,35,36,1,train/17/00017_00017_00010.png
43,43,6,5,38,38,1,train/17/00017_00017_00011.png
44,45,6,6,39,40,1,train/17/00017_00017_00012.png
43,45,5,6,38,40,1,train/17/00017_00017_00013.png
44,45,5,5,39,40,1,train/17/00017_00017_00014.png
46,46,5,5,41,41,1,train/17/00017_00017_00015.png
48,48,5,5,43,43,1,train/17/00017_00017_00016.png
48,49,5,6,43,44,1,train/17/00017_00017_00017.png
51,52,6,6,46,47,1,train/17/00017_00017_00018.png
51,51,6,5,46,46,1,train/17/00017_00017_00019.png
53,54,5,5,48,49,1,train/17/00017_00017_00020.png
57,59,6,6,52,54,1,train/17/00017_00017_00021.png
58,61,5,6,53,56,1,train/17/00017_00017_00022.png
63,64,6,5,58,59,1,train/17/00017_00017_00023.png
68,71,6,7,62,65,1,train/17/00017_00017_00024.png
70,73,7,6,64,67,1,train/17/00017_00017_00025.png
73,79,7,7,67,72,1,train/17/00017_00017_00026.png
75,77,6,7,69,71,1,train/17/00017_00017_00027.png
83,86,8,8,76,79,1,train/17/00017_00017_00028.png
87,96,8,9,80,88,1,train/17/00017_00017_00029.png
30,32,5,5,25,27,1,train/17/00017_00018_00000.png
31,33,5,5,26,28,1,train/17/00017_00018_00001.png
33,35,6,6,28,30,1,train/17/00017_00018_00002.png
32,35,5,6,27,30,1,train/17/00017_00018_00003.png
33,35,6,6,28,30,1,train/17/00017_00018_00004.png
33,34,6,5,28,29,1,train/17/00017_00018_00005.png
33,35,5,5,28,30,1,train/17/00017_00018_00006.png
32,34,5,6,27,29,1,train/17/00017_00018_00007.png
32,32,6,6,27,27,1,train/17/00017_00018_00008.png
32,32,6,6,27,27,1,train/17/00017_00018_00009.png
33,33,6,6,28,28,1,train/17/00017_00018_00010.png
33,35,6,6,28,30,1,train/17/00017_00018_00011.png
34,35,6,5,29,30,1,train/17/00017_00018_00012.png
35,35,6,5,30,30,1,train/17/00017_00018_00013.png
34,36,5,6,29,31,1,train/17/00017_00018_00014.png
36,36,6,5,31,31,1,train/17/00017_00018_00015.png
36,40,6,6,31,35,1,train/17/00017_00018_00016.png
37,40,6,5,32,35,1,train/17/00017_00018_00017.png
37,40,6,6,32,35,1,train/17/00017_00018_00018.png
37,41,5,6,32,36,1,train/17/00017_00018_00019.png
41,44,6,6,36,39,1,train/17/00017_00018_00020.png
38,40,5,5,33,35,1,train/17/00017_00018_00021.png
39,41,5,5,34,36,1,train/17/00017_00018_00022.png
37,39,5,6,32,34,1,train/17/00017_00018_00023.png
41,42,5,5,36,37,1,train/17/00017_00018_00024.png
40,40,5,5,35,35,1,train/17/00017_00018_00025.png
40,41,5,5,35,36,1,train/17/00017_00018_00026.png
39,39,6,5,34,34,1,train/17/00017_00018_00027.png
39,41,5,6,34,36,1,train/17/00017_00018_00028.png
41,42,6,6,36,37,1,train/17/00017_00018_00029.png
31,34,5,6,26,29,1,train/17/00017_00019_00000.png
32,34,5,5,27,29,1,train/17/00017_00019_00001.png
35,36,6,5,30,31,1,train/17/00017_00019_00002.png
35,38,5,6,30,33,1,train/17/00017_00019_00003.png
35,38,5,6,30,33,1,train/17/00017_00019_00004.png
35,37,5,5,30,32,1,train/17/00017_00019_00005.png
37,39,6,6,32,34,1,train/17/00017_00019_00006.png
37,40,5,6,32,35,1,train/17/00017_00019_00007.png
40,41,5,5,35,36,1,train/17/00017_00019_00008.png
41,41,6,5,36,36,1,train/17/00017_00019_00009.png
40,40,6,6,35,35,1,train/17/00017_00019_00010.png
41,42,5,6,36,37,1,train/17/00017_00019_00011.png
42,42,6,5,37,37,1,train/17/00017_00019_00012.png
44,46,6,5,39,41,1,train/17/00017_00019_00013.png
44,46,6,5,39,41,1,train/17/00017_00019_00014.png
45,49,5,6,40,44,1,train/17/00017_00019_00015.png
47,50,6,6,42,45,1,train/17/00017_00019_00016.png
49,52,6,5,44,47,1,train/17/00017_00019_00017.png
48,52,5,6,43,47,1,train/17/00017_00019_00018.png
51,54,5,5,46,49,1,train/17/00017_00019_00019.png
53,56,6,6,48,51,1,train/17/00017_00019_00020.png
55,57,6,5,50,52,1,train/17/00017_00019_00021.png
56,60,5,6,51,55,1,train/17/00017_00019_00022.png
59,62,5,5,54,57,1,train/17/00017_00019_00023.png
62,62,6,6,57,57,1,train/17/00017_00019_00024.png
69,68,7,7,63,62,1,train/17/00017_00019_00025.png
75,75,6,7,69,69,1,train/17/00017_00019_00026.png
81,80,8,8,74,73,1,train/17/00017_00019_00027.png
84,85,8,8,77,78,1,train/17/00017_00019_00028.png
92,92,9,9,84,84,1,train/17/00017_00019_00029.png
26,27,5,5,21,22,1,train/17/00017_00020_00000.png
27,28,5,5,22,23,1,train/17/00017_00020_00001.png
29,28,6,6,24,23,1,train/17/00017_00020_00002.png
29,26,6,5,24,21,1,train/17/00017_00020_00003.png
29,26,6,5,24,21,1,train/17/00017_00020_00004.png
30,29,5,5,25,24,1,train/17/00017_00020_00005.png
33,31,6,5,28,26,1,train/17/00017_00020_00006.png
33,31,6,5,28,26,1,train/17/00017_00020_00007.png
31,30,6,6,26,25,1,train/17/00017_00020_00008.png
30,30,5,6,25,25,1,train/17/00017_00020_00009.png
31,30,5,5,26,25,1,train/17/00017_00020_00010.png
34,33,6,6,29,28,1,train/17/00017_00020_00011.png
34,31,5,5,29,26,1,train/17/00017_00020_00012.png
35,33,6,6,30,28,1,train/17/00017_00020_00013.png
35,34,5,6,30,29,1,train/17/00017_00020_00014.png
37,36,5,6,32,31,1,train/17/00017_00020_00015.png
39,37,5,5,34,32,1,train/17/00017_00020_00016.png
45,41,6,5,40,36,1,train/17/00017_00020_00017.png
44,42,5,6,39,37,1,train/17/00017_00020_00018.png
45,42,6,6,40,37,1,train/17/00017_00020_00019.png
44,41,5,5,39,36,1,train/17/00017_00020_00020.png
47,44,6,6,42,39,1,train/17/00017_00020_00021.png
47,44,6,6,42,39,1,train/17/00017_00020_00022.png
50,48,6,6,45,43,1,train/17/00017_00020_00023.png
51,49,5,5,46,44,1,train/17/00017_00020_00024.png
55,51,6,6,50,46,1,train/17/00017_00020_00025.png
59,55,5,6,54,50,1,train/17/00017_00020_00026.png
59,54,5,5,54,49,1,train/17/00017_00020_00027.png
63,57,6,6,58,52,1,train/17/00017_00020_00028.png
75,61,6,6,69,56,1,train/17/00017_00020_00029.png
28,28,5,6,23,23,1,train/17/00017_00021_00000.png
29,28,5,5,24,23,1,train/17/00017_00021_00001.png
31,31,5,6,26,26,1,train/17/00017_00021_00002.png
31,30,6,5,26,25,1,train/17/00017_00021_00003.png
28,29,5,6,23,24,1,train/17/00017_00021_00004.png
30,31,5,6,25,26,1,train/17/00017_00021_00005.png
31,30,5,5,26,25,1,train/17/00017_00021_00006.png
34,33,5,5,29,28,1,train/17/00017_00021_00007.png
35,34,6,6,30,29,1,train/17/00017_00021_00008.png
35,33,6,5,30,28,1,train/17/00017_00021_00009.png
33,32,5,5,28,27,1,train/17/00017_00021_00010.png
37,36,6,6,32,31,1,train/17/00017_00021_00011.png
37,36,5,5,32,31,1,train/17/00017_00021_00012.png
36,34,6,5,31,29,1,train/17/00017_00021_00013.png
37,37,5,6,32,32,1,train/17/00017_00021_00014.png
40,39,5,6,35,34,1,train/17/00017_00021_00015.png
43,39,6,5,38,34,1,train/17/00017_00021_00016.png
43,41,5,6,38,36,1,train/17/00017_00021_00017.png
45,41,6,5,40,36,1,train/17/00017_00021_00018.png
46,42,5,5,41,37,1,train/17/00017_00021_00019.png
49,45,5,6,44,40,1,train/17/00017_00021_00020.png
50,45,5,5,45,40,1,train/17/00017_00021_00021.png
51,47,5,5,46,42,1,train/17/00017_00021_00022.png
56,51,6,5,51,46,1,train/17/00017_00021_00023.png
56,52,6,6,51,47,1,train/17/00017_00021_00024.png
58,54,6,6,53,49,1,train/17/00017_00021_00025.png
56,54,5,5,51,49,1,train/17/00017_00021_00026.png
62,58,6,5,57,53,1,train/17/00017_00021_00027.png
72,62,6,5,66,57,1,train/17/00017_00021_00028.png
77,70,7,7,71,64,1,train/17/00017_00021_00029.png
34,36,5,6,29,31,1,train/17/00017_00022_00000.png
35,36,5,5,30,31,1,train/17/00017_00022_00001.png
34,34,6,5,29,29,1,train/17/00017_00022_00002.png
36,37,6,6,31,32,1,train/17/00017_00022_00003.png
36,37,6,6,31,32,1,train/17/00017_00022_00004.png
36,38,5,6,31,33,1,train/17/00017_00022_00005.png
38,40,5,6,33,35,1,train/17/00017_00022_00006.png
38,39,5,5,33,34,1,train/17/00017_00022_00007.png
40,39,6,5,35,34,1,train/17/00017_00022_00008.png
42,41,6,5,37,36,1,train/17/00017_00022_00009.png
43,43,6,6,38,38,1,train/17/00017_00022_00010.png
43,43,6,5,38,38,1,train/17/00017_00022_00011.png
45,44,6,5,40,39,1,train/17/00017_00022_00012.png
46,45,6,5,41,40,1,train/17/00017_00022_00013.png
49,48,6,5,44,43,1,train/17/00017_00022_00014.png
49,49,6,6,44,44,1,train/17/00017_00022_00015.png
51,51,6,6,46,46,1,train/17/00017_00022_00016.png
49,49,5,5,44,44,1,train/17/00017_00022_00017.png
53,52,6,5,48,47,1,train/17/00017_00022_00018.png
56,55,6,5,51,50,1,train/17/00017_00022_00019.png
55,57,5,6,50,52,1,train/17/00017_00022_00020.png
59,61,5,6,54,56,1,train/17/00017_00022_00021.png
62,62,5,5,57,57,1,train/17/00017_00022_00022.png
64,64,5,5,59,59,1,train/17/00017_00022_00023.png
71,71,6,7,65,65,1,train/17/00017_00022_00024.png
74,73,7,6,68,67,1,train/17/00017_00022_00025.png
86,82,8,7,79,75,1,train/17/00017_00022_00026.png
93,92,9,9,85,84,1,train/17/00017_00022_00027.png
101,99,9,8,93,91,1,train/17/00017_00022_00028.png
111,109,9,9,102,100,1,train/17/00017_00022_00029.png
26,26,6,5,21,21,1,train/17/00017_00023_00000.png
27,28,6,5,22,22,1,train/17/00017_00023_00001.png
27,29,5,6,22,24,1,train/17/00017_00023_00002.png
29,31,6,6,24,25,1,train/17/00017_00023_00003.png
30,31,6,6,25,26,1,train/17/00017_00023_00004.png
29,31,5,6,24,26,1,train/17/00017_00023_00005.png
30,31,6,6,25,26,1,train/17/00017_00023_00006.png
31,31,6,5,26,26,1,train/17/00017_00023_00007.png
32,31,6,5,26,26,1,train/17/00017_00023_00008.png
31,34,5,6,26,28,1,train/17/00017_00023_00009.png
32,34,5,6,26,28,1,train/17/00017_00023_00010.png
33,33,5,5,27,28,1,train/17/00017_00023_00011.png
34,34,6,5,29,29,1,train/17/00017_00023_00012.png
35,35,5,5,29,30,1,train/17/00017_00023_00013.png
35,37,5,6,30,32,1,train/17/00017_00023_00014.png
37,37,6,5,32,32,1,train/17/00017_00023_00015.png
37,38,5,6,31,33,1,train/17/00017_00023_00016.png
37,38,5,5,32,33,1,train/17/00017_00023_00017.png
38,39,5,5,33,34,1,train/17/00017_00023_00018.png
39,41,5,6,34,36,1,train/17/00017_00023_00019.png
41,41,5,5,35,36,1,train/17/00017_00023_00020.png
43,43,6,5,38,38,1,train/17/00017_00023_00021.png
44,44,6,5,39,39,1,train/17/00017_00023_00022.png
46,47,6,6,40,42,1,train/17/00017_00023_00023.png
46,48,5,5,41,43,1,train/17/00017_00023_00024.png
47,50,5,6,42,45,1,train/17/00017_00023_00025.png
50,53,5,6,44,47,1,train/17/00017_00023_00026.png
52,55,6,6,47,50,1,train/17/00017_00023_00027.png
56,58,6,5,51,53,1,train/17/00017_00023_00028.png
59,62,6,6,54,57,1,train/17/00017_00023_00029.png
29,28,6,6,24,23,1,train/17/00017_00024_00000.png
28,28,5,6,23,23,1,train/17/00017_00024_00001.png
29,28,5,5,24,23,1,train/17/00017_00024_00002.png
31,31,5,5,26,26,1,train/17/00017_00024_00003.png
32,33,5,5,27,28,1,train/17/00017_00024_00004.png
33,34,6,6,28,29,1,train/17/00017_00024_00005.png
32,33,5,5,27,28,1,train/17/00017_00024_00006.png
32,34,5,6,27,29,1,train/17/00017_00024_00007.png
33,35,6,6,28,29,1,train/17/00017_00024_00008.png
33,35,5,6,27,30,1,train/17/00017_00024_00009.png
32,35,5,6,27,30,1,train/17/00017_00024_00010.png
33,37,5,6,28,31,1,train/17/00017_00024_00011.png
34,36,5,5,29,31,1,train/17/00017_00024_00012.png
36,39,5,5,31,33,1,train/17/00017_00024_00013.png
38,40,5,5,33,35,1,train/17/00017_00024_00014.png
40,42,6,6,35,37,1,train/17/00017_00024_00015.png
39,41,5,5,34,36,1,train/17/00017_00024_00016.png
41,43,6,6,36,38,1,train/17/00017_00024_00017.png
42,45,5,5,37,39,1,train/17/00017_00024_00018.png
46,47,5,5,40,42,1,train/17/00017_00024_00019.png
49,51,6,5,44,45,1,train/17/00017_00024_00020.png
50,55,5,6,45,49,1,train/17/00017_00024_00021.png
55,59,5,6,49,53,1,train/17/00017_00024_00022.png
59,63,5,6,53,58,1,train/17/00017_00024_00023.png
64,71,5,7,58,64,1,train/17/00017_00024_00024.png
70,75,6,6,64,69,1,train/17/00017_00024_00025.png
80,86,8,8,73,78,1,train/17/00017_00024_00026.png
89,96,7,8,81,88,1,train/17/00017_00024_00027.png
105,111,10,10,96,102,1,train/17/00017_00024_00028.png
120,127,11,11,109,116,1,train/17/00017_00024_00029.png
36,37,5,6,31,32,1,train/17/00017_00025_00000.png
37,38,5,6,32,33,1,train/17/00017_00025_00001.png
37,38,5,6,32,33,1,train/17/00017_00025_00002.png
37,38,5,6,32,33,1,train/17/00017_00025_00003.png
37,39,5,6,32,33,1,train/17/00017_00025_00004.png
38,39,5,6,33,34,1,train/17/00017_00025_00005.png
38,39,5,6,33,34,1,train/17/00017_00025_00006.png
38,39,5,6,33,34,1,train/17/00017_00025_00007.png
40,40,6,6,34,34,1,train/17/00017_00025_00008.png
40,41,6,6,35,36,1,train/17/00017_00025_00009.png
39,40,5,5,34,35,1,train/17/00017_00025_00010.png
40,42,5,6,35,37,1,train/17/00017_00025_00011.png
41,41,6,5,36,36,1,train/17/00017_00025_00012.png
42,42,6,5,37,37,1,train/17/00017_00025_00013.png
43,43,6,5,37,37,1,train/17/00017_00025_00014.png
43,44,5,5,38,39,1,train/17/00017_00025_00015.png
43,45,5,6,38,40,1,train/17/00017_00025_00016.png
44,45,5,5,39,40,1,train/17/00017_00025_00017.png
44,45,5,5,39,40,1,train/17/00017_00025_00018.png
44,46,5,6,39,41,1,train/17/00017_00025_00019.png
45,45,6,5,40,40,1,train/17/00017_00025_00020.png
45,47,5,6,40,42,1,train/17/00017_00025_00021.png
46,48,5,6,41,43,1,train/17/00017_00025_00022.png
46,49,5,6,41,44,1,train/17/00017_00025_00023.png
47,49,5,5,42,44,1,train/17/00017_00025_00024.png
48,51,5,5,43,46,1,train/17/00017_00025_00025.png
50,51,6,6,45,46,1,train/17/00017_00025_00026.png
52,53,6,6,47,48,1,train/17/00017_00025_00027.png
51,52,5,5,46,47,1,train/17/00017_00025_00028.png
52,52,5,5,47,47,1,train/17/00017_00025_00029.png
28,28,6,6,23,23,1,train/17/00017_00026_00000.png
28,29,5,6,23,24,1,train/17/00017_00026_00001.png
29,28,6,5,24,23,1,train/17/00017_00026_00002.png
28,29,5,6,23,24,1,train/17/00017_00026_00003.png
28,30,5,6,23,25,1,train/17/00017_00026_00004.png
29,29,6,6,24,24,1,train/17/00017_00026_00005.png
28,29,5,6,22,24,1,train/17/00017_00026_00006.png
27,30,5,6,22,25,1,train/17/00017_00026_00007.png
27,29,5,5,22,24,1,train/17/00017_00026_00008.png
28,30,6,6,23,25,1,train/17/00017_00026_00009.png
29,30,6,6,23,25,1,train/17/00017_00026_00010.png
29,31,5,5,23,25,1,train/17/00017_00026_00011.png
30,31,6,5,25,26,1,train/17/00017_00026_00012.png
30,31,6,5,25,26,1,train/17/00017_00026_00013.png
31,33,6,6,26,28,1,train/17/00017_00026_00014.png
30,34,5,6,25,28,1,train/17/00017_00026_00015.png
32,35,5,6,27,30,1,train/17/00017_00026_00016.png
32,35,5,6,27,30,1,train/17/00017_00026_00017.png
33,35,5,5,28,30,1,train/17/00017_00026_00018.png
34,35,6,5,29,30,1,train/17/00017_00026_00019.png
33,36,5,6,28,31,1,train/17/00017_00026_00020.png
33,36,5,6,28,31,1,train/17/00017_00026_00021.png
34,35,6,5,29,30,1,train/17/00017_00026_00022.png
34,36,5,6,29,31,1,train/17/00017_00026_00023.png
35,37,5,6,30,32,1,train/17/00017_00026_00024.png
34,36,5,6,29,31,1,train/17/00017_00026_00025.png
36,37,6,6,30,31,1,train/17/00017_00026_00026.png
36,38,5,6,31,33,1,train/17/00017_00026_00027.png
38,39,6,5,33,33,1,train/17/00017_00026_00028.png
39,40,6,6,34,35,1,train/17/00017_00026_00029.png
27,25,6,5,22,20,1,train/17/00017_00027_00000.png
27,27,6,6,21,22,1,train/17/00017_00027_00001.png
28,28,6,6,22,23,1,train/17/00017_00027_00002.png
27,29,5,6,22,24,1,train/17/00017_00027_00003.png
29,29,6,5,24,24,1,train/17/00017_00027_00004.png
30,29,6,5,24,24,1,train/17/00017_00027_00005.png
30,31,5,6,25,26,1,train/17/00017_00027_00006.png
31,31,6,5,26,26,1,train/17/00017_00027_00007.png
31,31,6,5,26,26,1,train/17/00017_00027_00008.png
32,33,6,6,27,28,1,train/17/00017_00027_00009.png
31,33,5,6,26,27,1,train/17/00017_00027_00010.png
33,34,6,6,28,29,1,train/17/00017_00027_00011.png
34,35,5,5,29,30,1,train/17/00017_00027_00012.png
37,36,5,5,31,31,1,train/17/00017_00027_00013.png
38,39,5,6,32,33,1,train/17/00017_00027_00014.png
38,38,5,5,33,33,1,train/17/00017_00027_00015.png
37,38,5,5,32,33,1,train/17/00017_00027_00016.png
40,40,6,5,34,35,1,train/17/00017_00027_00017.png
40,45,5,6,35,39,1,train/17/00017_00027_00018.png
44,47,6,6,39,42,1,train/17/00017_00027_00019.png
47,49,6,5,42,44,1,train/17/00017_00027_00020.png
48,52,5,6,43,47,1,train/17/00017_00027_00021.png
53,55,5,6,48,50,1,train/17/00017_00027_00022.png
58,58,6,5,53,53,1,train/17/00017_00027_00023.png
61,62,5,5,55,56,1,train/17/00017_00027_00024.png
69,70,6,6,62,63,1,train/17/00017_00027_00025.png
72,77,7,7,66,71,1,train/17/00017_00027_00026.png
78,88,7,7,71,80,1,train/17/00017_00027_00027.png
89,101,8,9,82,93,1,train/17/00017_00027_00028.png
100,116,8,11,92,106,1,train/17/00017_00027_00029.png
34,36,5,6,29,31,1,train/17/00017_00028_00000.png
34,35,6,5,29,30,1,train/17/00017_00028_00001.png
34,34,6,5,29,29,1,train/17/00017_00028_00002.png
33,35,5,6,28,30,1,train/17/00017_00028_00003.png
34,35,5,5,29,30,1,train/17/00017_00028_00004.png
37,37,6,5,32,32,1,train/17/00017_00028_00005.png
38,39,5,6,33,34,1,train/17/00017_00028_00006.png
38,38,6,5,33,33,1,train/17/00017_00028_00007.png
39,40,6,5,34,35,1,train/17/00017_00028_00008.png
39,40,6,6,34,35,1,train/17/00017_00028_00009.png
40,41,6,6,35,36,1,train/17/00017_00028_00010.png
40,41,5,6,35,36,1,train/17/00017_00028_00011.png
41,41,5,5,36,36,1,train/17/00017_00028_00012.png
42,42,6,5,37,37,1,train/17/00017_00028_00013.png
42,42,6,5,37,37,1,train/17/00017_00028_00014.png
44,44,6,5,39,39,1,train/17/00017_00028_00015.png
43,47,5,6,38,42,1,train/17/00017_00028_00016.png
46,47,6,6,41,42,1,train/17/00017_00028_00017.png
48,49,6,5,43,44,1,train/17/00017_00028_00018.png
50,50,6,5,45,45,1,train/17/00017_00028_00019.png
51,52,6,6,46,47,1,train/17/00017_00028_00020.png
52,52,6,5,47,47,1,train/17/00017_00028_00021.png
55,56,6,6,50,51,1,train/17/00017_00028_00022.png
56,58,5,6,51,53,1,train/17/00017_00028_00023.png
60,60,6,5,55,55,1,train/17/00017_00028_00024.png
59,61,5,6,54,56,1,train/17/00017_00028_00025.png
63,64,5,5,58,59,1,train/17/00017_00028_00026.png
69,71,6,6,63,65,1,train/17/00017_00028_00027.png
70,75,6,6,64,69,1,train/17/00017_00028_00028.png
76,83,7,8,70,76,1,train/17/00017_00028_00029.png
25,28,5,5,20,22,1,train/17/00017_00029_00000.png
26,29,6,6,21,23,1,train/17/00017_00029_00001.png
26,29,5,6,21,24,1,train/17/00017_00029_00002.png
27,29,5,5,22,24,1,train/17/00017_00029_00003.png
28,30,5,5,22,24,1,train/17/00017_00029_00004.png
28,31,5,5,23,25,1,train/17/00017_00029_00005.png
30,32,6,6,25,27,1,train/17/00017_00029_00006.png
30,33,6,6,25,27,1,train/17/00017_00029_00007.png
30,32,6,5,25,26,1,train/17/00017_00029_00008.png
30,33,5,6,25,28,1,train/17/00017_00029_00009.png
32,33,6,5,26,27,1,train/17/00017_00029_00010.png
32,35,6,6,27,29,1,train/17/00017_00029_00011.png
33,35,6,6,28,30,1,train/17/00017_00029_00012.png
34,35,6,6,28,30,1,train/17/00017_00029_00013.png
34,37,5,6,28,31,1,train/17/00017_00029_00014.png
34,38,5,6,28,32,1,train/17/00017_00029_00015.png
34,37,5,5,29,32,1,train/17/00017_00029_00016.png
35,39,5,6,29,33,1,train/17/00017_00029_00017.png
36,38,6,5,30,32,1,train/17/00017_00029_00018.png
37,40,6,6,32,35,1,train/17/00017_00029_00019.png
38,41,6,6,33,36,1,train/17/00017_00029_00020.png
39,42,6,5,34,36,1,train/17/00017_00029_00021.png
39,42,5,5,34,37,1,train/17/00017_00029_00022.png
41,45,5,6,36,40,1,train/17/00017_00029_00023.png
42,45,6,5,37,39,1,train/17/00017_00029_00024.png
44,46,6,5,38,41,1,train/17/00017_00029_00025.png
44,47,5,5,38,42,1,train/17/00017_00029_00026.png
45,50,5,6,40,45,1,train/17/00017_00029_00027.png
47,50,6,5,42,45,1,train/17/00017_00029_00028.png
49,52,6,5,44,47,1,train/17/00017_00029_00029.png
41,43,6,6,36,38,1,train/17/00017_00030_00000.png
42,43,6,6,36,38,1,train/17/00017_00030_00001.png
41,44,5,6,36,39,1,train/17/00017_00030_00002.png
42,44,5,5,37,39,1,train/17/00017_00030_00003.png
43,46,5,6,38,41,1,train/17/00017_00030_00004.png
45,46,6,5,40,41,1,train/17/00017_00030_00005.png
45,48,5,6,39,42,1,train/17/00017_00030_00006.png
47,47,6,5,41,42,1,train/17/00017_00030_00007.png
47,48,6,5,42,43,1,train/17/00017_00030_00008.png
47,50,5,6,42,45,1,train/17/00017_00030_00009.png
48,51,5,6,43,46,1,train/17/00017_00030_00010.png
49,51,6,6,44,46,1,train/17/00017_00030_00011.png
49,52,5,6,43,47,1,train/17/00017_00030_00012.png
51,53,6,5,46,48,1,train/17/00017_00030_00013.png
51,54,6,5,46,49,1,train/17/00017_00030_00014.png
52,55,6,5,47,50,1,train/17/00017_00030_00015.png
52,56,6,6,47,51,1,train/17/00017_00030_00016.png
52,56,6,6,47,51,1,train/17/00017_00030_00017.png
52,56,5,6,46,51,1,train/17/00017_00030_00018.png
53,56,6,5,48,50,1,train/17/00017_00030_00019.png
53,57,5,5,47,51,1,train/17/00017_00030_00020.png
54,57,6,5,49,52,1,train/17/00017_00030_00021.png
56,59,6,5,51,53,1,train/17/00017_00030_00022.png
57,61,5,6,51,56,1,train/17/00017_00030_00023.png
58,62,5,5,53,57,1,train/17/00017_00030_00024.png
58,64,5,6,53,58,1,train/17/00017_00030_00025.png
59,65,6,6,54,59,1,train/17/00017_00030_00026.png
59,68,5,7,53,62,1,train/17/00017_00030_00027.png
61,70,5,6,56,64,1,train/17/00017_00030_00028.png
63,73,5,6,58,66,1,train/17/00017_00030_00029.png
25,29,5,6,20,24,1,train/17/00017_00031_00000.png
25,28,5,5,20,23,1,train/17/00017_00031_00001.png
26,30,5,6,21,25,1,train/17/00017_00031_00002.png
27,31,6,6,22,25,1,train/17/00017_00031_00003.png
28,31,5,6,22,26,1,train/17/00017_00031_00004.png
30,32,6,5,24,26,1,train/17/00017_00031_00005.png
30,34,5,6,25,29,1,train/17/00017_00031_00006.png
32,36,6,6,27,31,1,train/17/00017_00031_00007.png
32,33,5,5,27,28,1,train/17/00017_00031_00008.png
34,35,5,5,28,30,1,train/17/00017_00031_00009.png
35,37,6,5,29,31,1,train/17/00017_00031_00010.png
35,38,6,5,30,33,1,train/17/00017_00031_00011.png
34,38,5,5,29,33,1,train/17/00017_00031_00012.png
37,38,5,5,32,33,1,train/17/00017_00031_00013.png
38,42,5,6,33,37,1,train/17/00017_00031_00014.png
40,42,6,5,34,36,1,train/17/00017_00031_00015.png
40,43,6,5,35,37,1,train/17/00017_00031_00016.png
41,43,6,5,36,38,1,train/17/00017_00031_00017.png
42,45,6,6,37,40,1,train/17/00017_00031_00018.png
43,45,6,5,37,39,1,train/17/00017_00031_00019.png
42,45,5,5,36,39,1,train/17/00017_00031_00020.png
43,46,6,6,38,41,1,train/17/00017_00031_00021.png
43,47,6,6,38,41,1,train/17/00017_00031_00022.png
44,48,6,6,38,42,1,train/17/00017_00031_00023.png
43,49,5,6,38,43,1,train/17/00017_00031_00024.png
44,49,5,5,39,43,1,train/17/00017_00031_00025.png
45,49,5,5,40,44,1,train/17/00017_00031_00026.png
46,50,5,5,41,45,1,train/17/00017_00031_00027.png
48,52,6,6,43,47,1,train/17/00017_00031_00028.png
49,52,6,5,44,47,1,train/17/00017_00031_00029.png
